,2021-11-01,2022-11-01,2023-03-01,2023-09-01
Equity Capital,3.21,5.36,5.36,7.76
Reserves,0.0,0.2,,10.52
Borrowings,9.76,17.46,,10.76
Other Liabilities,0.89,3.59,,1.67
Total Liabilities,13.86,26.61,,30.71
Fixed Assets,5.95,15.36,,15.23
CWIP,0.0,0.0,,0.0
Investments,0.0,0.0,,0.0
Other Assets,7.91,11.25,,15.48
Total Assets,13.86,26.61,,30.71
