,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,85.04,65.0,89.24,85.28,84.45,90.59,94.38,97.46,77.45,66.6,72.28,59.84,59.69
Expenses,82.75,62.37,85.47,82.49,76.88,84.69,91.7,93.59,73.18,62.55,77.48,62.72,60.69
Operating Profit,2.29,2.63,3.77,2.79,7.57,5.9,2.68,3.87,4.27,4.05,-5.2,-2.88,-1.00
OPM %,2.69,4.05,4.22,3.27,8.96,6.51,2.84,3.97,5.51,6.08,-7.19,-4.81,-1.68
Other Income,0.04,0.04,0.33,2.11,0.11,0.7,0.22,0.48,0.33,0.49,0.34,0.08,0.09
Interest,0.75,0.58,0.83,1.54,1.38,2.97,3.27,3.61,3.23,3.31,3.2,3.23,3.43
Depreciation,0.57,0.59,0.79,0.95,1.16,1.82,2.11,2.63,2.47,2.12,1.83,1.65,1.53
Profit before tax,1.01,1.5,2.48,2.41,5.14,1.81,-2.48,-1.89,-1.1,-0.89,-9.89,-7.68,-5.87
Tax %,-4.95,28.67,33.87,34.85,33.66,27.07,7.26,9.52,-2.73,35.96,2.12,5.86,
Net Profit,1.06,1.07,1.64,1.58,3.41,1.32,-2.29,-1.71,-1.12,-0.57,-9.68,-7.23,-5.48
EPS in Rs,1.9,1.91,2.93,3.02,6.52,2.52,-4.38,-3.27,-2.14,-1.09,-18.5,-13.82,-10.48
