,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.19,5.27,5.35,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.23
Reserves,-2.99,-1.93,-0.29,0.97,3.76,7.16,4.49,2.58,1.4,0.85,-4.92,-12.27,-14.44
Preference Capital,10.0,10.0,10.0,10.0,10.0,0.0,5.97,6.5600000000000005,4.11,3.6,3.04,2.4,
Borrowings,5.87,4.49,11.89,9.34,7.27,21.35,19.91,21.88,29.44,29.57,29.66,31.21,33.37
Other Liabilities,14.76,15.28,19.04,20.25,23.32,19.54,26.07,25.77,18.23,17.28,16.92,13.25,14.01
Total Liabilities,22.83,23.11,35.99,35.97,39.76,53.46,55.88,55.64,54.48,53.11,47.07,37.6,38.35
Fixed Assets,3.5700000000000003,4.29,6.5,8.82,11.08,15.96,15.89,16.87,14.33,12.0,16.03,14.29,14.03
CWIP,0.13,0.01,0.0,0.35,0.26,0.36,2.53,0.18,0.16,0.24,0.17,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0
Other Assets,19.13,18.81,29.49,26.8,28.42,37.14,37.46,38.56,39.96,40.84,30.87,23.31,24.32
Total Assets,22.83,23.11,35.99,35.97,39.76,53.46,55.88,55.64,54.48,53.11,47.07,37.6,38.35
