,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.86,71.86,71.86,71.86,71.85,71.85
Public,28.14,28.14,28.14,28.14,28.14,28.14
No. of Shareholders,82.0,82.0,119.0,144.0,275.0,262.0
