,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12,14,14,14,14,14,14,14,14,14,14,14,14.0
Reserves,-16,-24,-21,-21,-18,11,12,16,11,8,6,19,21.0
Preference Capital,5,5,5,5,5,0,0,0,0,0,0,0,
Borrowings,67,64,55,50,45,21,21,22,21,22,34,29,23.0
Other Liabilities,28,26,24,26,31,27,35,36,43,34,33,32,32.0
Total Liabilities,91,80,72,69,71,72,81,87,87,77,87,93,90.0
Fixed Assets,37,33,29,26,27,24,27,28,33,31,32,32,30.0
CWIP,0,1,2,2,1,3,3,6,2,3,0,2,3.0
Investments,0,0,0,0,0,1,1,2,2,2,2,1,1.0
Other Assets,54,45,41,40,44,43,50,52,51,42,53,57,55.0
Total Assets,91,80,72,69,71,72,81,87,87,77,87,93,90.0
