,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
Public,41.48,41.48,41.48,41.48,41.48,41.48,41.49,41.5
No. of Shareholders,6574.0,6380.0,6365.0,6363.0,6343.0,6423.0,6610.0,6718.0
