,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.05,0.54,0.72,-0.72
Cash from Investing Activity,-0.3,-2.05,0.25,-4.2
Cash from Financing Activity,0.16,1.59,-0.95,9.38
Net Cash Flow,-0.09,0.08,0.01,4.45
