,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,425.0,551.0,613.0,342.0,617.0,649.0,686.0,678.0,715.0,713.0,768.0,634.0,700.0
Expenses,385.0,496.0,549.0,332.0,567.0,596.0,624.0,620.0,659.0,663.0,685.0,574.0,628.0
Operating Profit,40.0,56.0,65.0,10.0,49.0,53.0,62.0,59.0,56.0,50.0,83.0,60.0,72.0
OPM %,9.0,10.0,11.0,3.0,8.0,8.0,9.0,9.0,8.0,7.0,11.0,9.0,10.0
Other Income,6.0,4.0,5.0,107.0,8.0,9.0,6.0,8.0,9.0,11.0,7.0,8.0,8.0
Interest,7.0,6.0,6.0,5.0,6.0,4.0,5.0,14.0,19.0,22.0,23.0,22.0,24.0
Depreciation,11.0,9.0,9.0,9.0,10.0,10.0,11.0,22.0,25.0,25.0,28.0,29.0,30.0
Profit before tax,27.0,45.0,56.0,104.0,42.0,48.0,51.0,31.0,20.0,13.0,38.0,17.0,25.0
Tax %,28.0,17.0,60.0,0.0,44.0,25.0,22.0,59.0,24.0,27.0,25.0,83.0,17.0
Net Profit,19.0,38.0,22.0,104.0,25.0,36.0,37.0,11.0,16.0,8.0,23.0,1.0,20.0
EPS in Rs,2.69,5.21,3.08,14.33,3.44,4.96,5.16,1.49,2.25,1.08,3.15,0.09,2.72
