,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,14,14,14,14,14
Reserves,242,260,315,512,561,577
Borrowings,303,328,242,374,958,1065
Other Liabilities,431,407,466,1245,769,725
Total Liabilities,976,1010,1039,2146,2303,2381
Fixed Assets,108,190,157,743,912,712
CWIP,4,5,11,58,36,235
Investments,0,0,26,114,88,100
Other Assets,863,815,845,1230,1267,1335
Total Assets,976,1010,1039,2146,2303,2381
