,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.21,51.11,51.32,51.32,51.32
FIIs,3.49,2.48,3.31,4.96,7.15
DIIs,21.76,6.98,5.83,8.27,9.16
Public,24.54,39.43,39.54,35.45,32.36
No. of Shareholders,28981.0,27475.0,35146.0,37830.0,42245.0
