,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1671,1613.0,1775.0,2294.0,2873.0,2815
Expenses,1546,1525.0,1632.0,2118.0,2627.0,2550
Operating Profit,124,88.0,143.0,176.0,246.0,264
OPM %,7,5.0,8.0,8.0,9.0,9
Other Income,9,24.0,18.0,129.0,35.0,34
Interest,29,33.0,29.0,20.0,77.0,92
Depreciation,20,46.0,39.0,39.0,101.0,113
Profit before tax,85,33.0,92.0,245.0,103.0,94
Tax %,36,30.0,41.0,17.0,35.0,
Net Profit,55,23.0,55.0,202.0,58.0,51
EPS in Rs,,3.2,7.59,27.9,7.9,7.04
