,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,79,40,234,226,221
Cash from Investing Activity,65,-31,-52,-124,-705
Cash from Financing Activity,-123,-28,-178,-83,467
Net Cash Flow,22,-19,5,19,-17
