,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.35,6.05,0.22
Cash from Investing Activity,0.98,-5.69,1.65
Cash from Financing Activity,-1.48,-0.15,-0.23
Net Cash Flow,-0.85,0.21,1.64
