,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.68,7.68,7.68,7.68
Reserves,8.96,8.94,12.72,9.74
Borrowings,0.98,0.84,0.63,2.07
Other Liabilities,0.2,4.15,6.48,4.6
Total Liabilities,17.82,21.61,27.51,24.09
Fixed Assets,0.07,0.01,0.23,0.38
CWIP,0.0,0.0,0.0,0.0
Investments,7.09,12.92,15.71,12.47
Other Assets,10.66,8.68,11.57,11.24
Total Assets,17.82,21.61,27.51,24.09
