,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,351,642,-110,306
Cash from Investing Activity,-200,-235,-138,27
Cash from Financing Activity,171,-609,154,-30
Net Cash Flow,323,-202,-93,303
