,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,37.78,16.54,143.96,108.86
Inventory Days,517.08,14836.18,941.43,352.42
Days Payable,126.86,128.82,365.0,126.57
Cash Conversion Cycle,428.0,14723.89,720.39,334.72
Working Capital Days,341.75,741.03,256.43,215.92
ROCE %,,11.43,31.38,76.49
