,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4.59,-0.08,-1.82,0.93
Cash from Investing Activity,3.71,0.0,-0.31,0.23
Cash from Financing Activity,0.91,0.05,2.22,-3.12
Net Cash Flow,0.03,-0.03,0.09,-1.96
