,2022-03-01,2023-03-01,2023-11-01
Promoters,40.45,40.44,32.05
FIIs,0.09,0.09,0.08
DIIs,0.87,0.0,0.0
Public,58.59,59.45,67.87
No. of Shareholders,458.0,813.0,2757.0
