,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,109.45,226.68,293.00,184.72,145.94
Inventory Days,0.0,0.00,0.00,0.00,0.00
Days Payable,,,,,
Cash Conversion Cycle,109.45,226.68,293.00,184.72,145.94
Working Capital Days,213.32,348.81,523.75,396.51,410.71
ROCE %,,13.40,7.33,8.41,7.85
