,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.2,17.48,21.84,21.26,28.44,20.46,14.98,16.93,21.96,34.22,42.24,41.95,40.68
Expenses,13.92,15.27,17.64,17.77,22.74,17.63,15.36,15.27,19.42,31.18,34.62,35.66,36.67
Operating Profit,1.28,2.21,4.2,3.49,5.7,2.83,-0.38,1.66,2.54,3.04,7.62,6.29,4.01
OPM %,8.42,12.64,19.23,16.42,20.04,13.83,-2.54,9.81,11.57,8.88,18.04,14.99,9.86
Other Income,0.23,0.04,0.31,0.17,-1.79,0.49,1.04,1.3,0.64,1.93,0.26,1.87,0.16
Interest,0.02,0.33,0.38,0.11,0.11,0.41,0.21,0.31,0.45,0.58,0.7,0.6,0.44
Depreciation,1.01,1.02,1.5,1.46,1.42,1.21,1.4,1.29,1.12,1.4,1.53,1.21,1.24
Profit before tax,0.48,0.9,2.63,2.09,2.38,1.7,-0.95,1.36,1.61,2.99,5.65,6.35,2.49
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0
Net Profit,0.48,0.9,2.64,2.09,2.38,1.7,-0.95,1.36,1.61,3.0,5.37,6.35,2.48
EPS in Rs,0.2,0.38,1.12,0.88,1.01,0.72,-0.4,0.57,0.68,1.27,2.27,2.68,1.05
