,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,3,3,10,10
Reserves,-3,-3,-2,0,1,3
Borrowings,9,9,7,6,9,10
Other Liabilities,20,24,18,40,37,30
Total Liabilities,29,33,26,49,57,52
Fixed Assets,4,4,3,5,7,7
CWIP,4,4,4,0,0,1
Investments,0,0,0,0,0,1
Other Assets,21,25,20,44,49,43
Total Assets,29,33,26,49,57,52
