,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,154.79,114.3,154.9,168.16,197.48,172.3,215.65,284.41,241.96,192.81,200.1,180.13,218.38
Expenses,147.66,110.5,152.26,163.71,192.71,168.55,213.18,279.48,238.03,188.58,195.48,177.86,215.83
Operating Profit,7.13,3.8,2.64,4.45,4.77,3.75,2.47,4.93,3.93,4.23,4.62,2.27,2.55
OPM %,4.61,3.32,1.7,2.65,2.42,2.18,1.15,1.73,1.62,2.19,2.31,1.26,1.17
Other Income,0.49,0.47,0.1,0.35,0.21,0.25,0.33,0.12,1.03,0.54,0.69,0.91,1.4
Interest,0.18,0.26,0.25,0.04,0.05,0.08,0.01,0.42,0.3,0.24,0.18,0.01,0.0
Depreciation,1.39,1.42,1.42,1.67,1.69,1.69,1.77,1.57,1.52,1.55,1.56,1.38,1.48
Profit before tax,6.05,2.59,1.07,3.09,3.24,2.23,1.02,3.06,3.14,2.98,3.57,1.79,2.47
Tax %,31.9,36.29,-271.96,24.92,25.31,25.11,29.41,25.16,25.16,24.83,12.32,25.14,25.51
Net Profit,4.12,1.65,3.99,2.31,2.43,1.67,0.72,2.29,2.35,2.23,3.13,1.34,1.85
EPS in Rs,4.64,1.86,4.49,2.6,2.74,1.88,0.81,2.58,2.65,2.51,3.52,1.51,2.08
