,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00,9.58,0.01,0.0
Expenses,0.03,0.03,0.03,0.05,0.03,0.94,0.02,1.18,0.15,0.17,9.03,0.13,0.18
Operating Profit,-0.03,-0.03,-0.03,-0.05,-0.03,-0.94,-0.02,0.00,-0.15,-0.17,0.55,-0.12,-0.18
OPM %,,,,,,,,0.00,,,5.74,-1200.0,
Other Income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.0,0.0,0.0
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
Profit before tax,-0.03,-0.03,-0.03,-0.05,-0.03,-0.94,-0.02,0.00,-0.15,-0.34,0.55,-0.12,-0.18
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.0,0.0,
Net Profit,-0.03,-0.03,-0.03,-0.05,-0.03,-0.94,-0.02,0.00,-0.15,-0.34,0.55,-0.12,-0.18
EPS in Rs,-0.00,-0.00,-0.00,-0.01,-0.00,-0.14,-0.00,0.00,-0.02,-0.05,0.08,-0.02,-0.03
