,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-9.99,5.31,-2.05,1.62,4.92
Cash from Investing Activity,0.47,-1.15,6.67,1.51,-2.37
Cash from Financing Activity,8.23,-4.01,-5.01,-3.5,-2.6
Net Cash Flow,-1.29,0.15,-0.39,-0.37,-0.05
