,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,49.73,49.72,49.72,49.72,49.72
FIIs,2.87,5.3,5.02,5.73,4.65
DIIs,8.47,9.28,12.37,11.61,14.35
Public,36.04,32.81,30.01,30.07,28.43
Others,2.88,2.88,2.88,2.88,2.88
No. of Shareholders,52014.0,47513.0,54235.0,56752.0,55529.0
