,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,26.08,40.64,27.79,44.16,40.34
Expenses,27.34,40.15,26.57,43.25,43.77
Operating Profit,-1.26,0.49,1.22,0.91,-3.43
OPM %,-4.83,1.21,4.39,2.06,-8.5
Other Income,0.8,0.54,0.04,0.03,0.21
Interest,0.41,0.66,0.49,0.83,0.7
Depreciation,0.31,0.4,0.37,0.51,0.74
Profit before tax,-1.18,-0.03,0.4,-0.4,-4.66
Tax %,0.0,0.0,0.0,0.0,0.0
Net Profit,-1.18,-0.03,0.4,-0.4,-4.66
EPS in Rs,-0.49,-0.01,0.16,-0.16,-1.91
