,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.2,0.06,0.01,0.14,0.65,0.15,0.13,0.19,0.29,0.13,0.08,0.31,0.23
Expenses,0.39,0.54,0.46,0.33,0.63,0.5,0.74,0.4,0.44,0.42,0.68,0.79,2.22
Operating Profit,-0.19,-0.48,-0.45,-0.19,0.02,-0.35,-0.61,-0.21,-0.15,-0.29,-0.6,-0.48,-1.99
OPM %,-95.0,-800.0,-4500.0,-135.71,3.08,-233.33,-469.23,-110.53,-51.72,-223.08,-750.0,-154.84,-865.22
Other Income,0.08,0.13,0.1,0.13,0.09,0.15,0.23,0.07,0.42,0.06,0.48,0.0,6.43
Interest,0.16,0.13,0.13,0.17,0.17,0.22,0.14,0.18,0.19,0.19,0.17,0.16,0.15
Depreciation,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.42,0.42,0.41,0.41,0.41,0.11
Profit before tax,-0.73,-0.94,-0.94,-0.68,-0.51,-0.87,-0.97,-0.74,-0.34,-0.83,-0.7,-1.05,4.18
Tax %,5.48,4.26,4.26,7.35,9.8,5.75,5.15,6.76,14.71,6.02,7.14,4.76,13.4
Net Profit,-0.69,-0.9,-0.91,-0.63,-0.46,-0.82,-0.92,-0.69,-0.29,-0.78,-0.66,-0.99,3.63
EPS in Rs,-2.98,-3.89,-3.93,-2.72,-1.99,-3.55,-3.98,-2.98,-1.25,-3.37,-2.85,-4.28,15.69
