,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,147,95,174,183,133,245,216
Cash from Investing Activity,-131,-107,-24,-39,-43,-192,-354
Cash from Financing Activity,-14,8,-151,-132,-93,-41,143
Net Cash Flow,2,-4,-1,13,-4,12,6
