,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.14,0.1,0.00,0.0
Expenses,0.01,0.04,0.03,0.05,0.08,0.06,0.06,0.17,0.12,0.09,0.08,0.09,0.09
Operating Profit,-0.01,-0.04,-0.03,-0.05,-0.08,-0.06,-0.06,-0.12,-0.12,0.05,0.02,-0.09,-0.09
OPM %,,,,,,,,-240.0,,35.71,20.0,,
Other Income,0.00,2.34,0.00,-0.05,0.00,0.00,0.00,0.0,0.00,0.0,0.0,0.00,0.0
Interest,0.00,0.02,0.03,0.04,0.05,0.07,0.08,0.1,0.13,0.15,0.17,0.18,0.18
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.0,0.00,0.0
Profit before tax,-0.01,2.28,-0.06,-0.14,-0.13,-0.13,-0.14,-0.22,-0.25,-0.1,-0.15,-0.27,-0.27
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.0,0.00,
Net Profit,-0.01,2.28,-0.06,-0.14,-0.13,-0.13,-0.14,-0.22,-0.25,-0.1,-0.15,-0.27,-0.27
EPS in Rs,-0.02,4.15,-0.11,-0.25,-0.24,-0.24,-0.25,-0.4,-0.30,-0.12,-0.18,-0.33,-0.32
