,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.00,194.07,201.87,175.83,365.0,0.0,363.53,,430.46,253.64,7.95,73.78
Inventory Days,,310.25,,297.68,1574.78,1535.98,1064.49,,1653.97,817.56,2170.93,848.92
Days Payable,,158.57,,221.47,208.15,0.0,0.0,,431.02,33.64,0.0,0.0
Cash Conversion Cycle,0.00,345.75,201.87,252.05,1731.62,1535.98,1428.02,,1653.41,1037.57,2178.88,922.7
Working Capital Days,3472.31,572.27,3205.95,1760.74,5668.85,2612.93,1401.26,,4861.92,1834.6,4639.34,1336.33
ROCE %,1.40,3.17,2.76,2.96,1.51,1.73,1.34,1.63,1.28,1.44,0.42,1.97
