,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23
Reserves,456.64,450.41,476.94,493.06,523.82,547.36,574.4,599.9,631.75,655.06,674.23,698.68,702.28
Borrowings,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.37,0.32,0.21,0.15
Other Liabilities,1.24,12.03,1.6,17.0,11.43,6.9,3.9,2.96,21.57,9.44,4.91,5.09,6.11
Total Liabilities,617.11,596.67,612.77,644.29,669.48,688.49,712.53,737.09,788.02,799.1,813.69,838.21,842.77
Fixed Assets,5.7,7.87,7.72,7.56,4.82,7.18,7.19,7.69,7.77,7.4,7.26,6.9,6.71
CWIP,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,313.86,382.37,477.92,379.32,355.7,490.15,514.53,486.23,453.01,451.05,466.21,565.91,570.15
Other Assets,295.47,206.43,127.13,257.41,308.96,191.16,190.81,243.17,327.24,340.65,340.22,265.4,265.91
Total Assets,617.11,596.67,612.77,644.29,669.48,688.49,712.53,737.09,788.02,799.1,813.69,838.21,842.77
