,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.67,1.66,0.29,-2.5700000000000003
Cash from Investing Activity,-1.06,0.1,-0.06,0.8
Cash from Financing Activity,0.0,-0.27,-0.4,-0.1
Net Cash Flow,0.61,1.5,-0.18,-1.87
