,2022-09-01,2023-09-01
Sales,16.77,15.89
Expenses,15.41,15.28
Operating Profit,1.36,0.61
OPM %,8.11,3.84
Other Income,0.09,0.58
Interest,0.0,0.0
Depreciation,0.1,0.08
Profit before tax,1.35,1.11
Tax %,26.67,29.73
Net Profit,0.99,0.79
EPS in Rs,22.35,0.81
