,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.05,0.07,0.58,0.08,0.05,0.06,0.07,0.09,0.06,0.07,0.08,0.08,0.07
Operating Profit,-0.05,-0.07,-0.58,-0.08,-0.05,-0.06,-0.07,-0.09,-0.06,-0.07,-0.08,-0.08,-0.07
OPM %,,,,,,,,,,,,,
Other Income,0.18,0.15,0.41,0.09,0.13,0.13,0.17,0.38,0.15,0.23,0.39,0.10,0.29
Interest,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Profit before tax,0.12,0.07,-0.18,0.0,0.07,0.06,0.08,0.28,0.08,0.15,0.30,0.01,0.21
Tax %,-25.00,28.57,22.22,,14.29,-16.67,62.50,0.00,100.00,26.67,30.00,0.00,-128.57
Net Profit,0.14,0.05,-0.14,0.0,0.05,0.08,0.03,0.28,0.00,0.11,0.20,0.00,0.47
EPS in Rs,0.40,0.14,-0.40,0.0,0.14,0.23,0.09,0.80,0.00,0.31,0.57,0.00,1.34
