,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,60.0,78.0,91.0,53.0,73.0,77.0,104.0,82.0,81.0,99.0,77.0,72.0,72.0
Expenses,37.0,56.0,67.0,41.0,45.0,55.0,90.0,66.0,57.0,65.0,70.0,56.0,57.0
Operating Profit,22.0,22.0,24.0,12.0,28.0,22.0,14.0,16.0,24.0,34.0,8.0,16.0,15.0
OPM %,38.0,29.0,26.0,22.0,39.0,29.0,14.0,19.0,29.0,34.0,10.0,23.0,20.0
Other Income,8.0,23.0,3.0,9.0,6.0,9.0,25.0,5.0,34.0,12.0,8.0,29.0,21.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
Profit before tax,29.0,43.0,25.0,19.0,32.0,29.0,38.0,20.0,56.0,45.0,14.0,44.0,34.0
Tax %,23.0,22.0,24.0,21.0,29.0,23.0,22.0,31.0,21.0,26.0,17.0,24.0,23.0
Net Profit,22.0,34.0,19.0,15.0,23.0,22.0,29.0,13.0,44.0,33.0,11.0,33.0,26.0
EPS in Rs,29.05,44.72,25.26,19.76,30.31,29.65,38.6,17.82,58.25,43.77,14.94,43.77,34.27
