,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.52,0.56,0.56,8.44,8.44
Reserves,4.88,4.07,6.13,8.8,10.95
Borrowings,6.67,8.13,8.5,8.11,8.19
Other Liabilities,9.09,10.58,9.86,16.0,18.94
Total Liabilities,21.16,23.34,25.05,41.35,46.52
Fixed Assets,2.13,2.2,2.71,4.04,4.76
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.65,1.3
Other Assets,19.03,21.14,22.34,36.66,40.46
Total Assets,21.16,23.34,25.05,41.35,46.52
