,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,23.36,23.36,59.84,39.07
Expenses,21.89,21.89,56.62,35.0
Operating Profit,1.47,1.47,3.22,4.07
OPM %,6.29,6.29,5.38,10.42
Other Income,0.06,0.06,0.03,0.09
Interest,0.29,0.29,0.64,0.6
Depreciation,0.32,0.32,0.43,0.51
Profit before tax,0.92,0.92,2.18,3.05
Tax %,28.26,28.26,28.9,29.51
Net Profit,0.65,0.65,1.56,2.15
EPS in Rs,11.69,1.06,1.85,2.55
