,2022-09-01,2023-09-01
Sales,17.02,19.31
Expenses,13.71,15.02
Operating Profit,3.31,4.29
OPM %,19.45,22.22
Other Income,-0.0,-0.0
Interest,0.01,0.05
Depreciation,0.08,0.12
Profit before tax,3.22,4.12
Tax %,25.47,24.76
Net Profit,2.4,3.1
EPS in Rs,49.59,2.68
