,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,0,-0.27,-0.28,0.52,0.0
Cash from Investing Activity,,0,0.29,0.03,-0.85,0.11
Cash from Financing Activity,,0,0.0,0.48,0.06,0.21
Net Cash Flow,,0,0.02,0.23,-0.27,0.33
