,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,12.99,14.14,7.4,12.34,19.55,82.69
Inventory Days,61.39,49.67,55.59,69.41,80.06,110.22
Days Payable,2.49,2.16,3.35,5.35,4.52,6.51
Cash Conversion Cycle,71.89,61.65,59.64,76.4,95.09,186.41
Working Capital Days,91.35,59.59,57.05,74.85,72.49,134.29
ROCE %,,0.68,,1.12,35.91,63.36
