,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.58,0.7,0.6,0.71,0.75,0.62,0.69,0.86,1.15,1.08,0.92,1.16,1.02
Expenses,0.04,0.11,0.3,0.23,0.26,0.22,0.46,0.52,0.49,0.63,0.47,0.63,0.6
Operating Profit,0.54,0.59,0.3,0.48,0.49,0.4,0.23,0.34,0.66,0.45,0.45,0.53,0.42
OPM %,93.1,84.29,50.0,67.61,65.33,64.52,33.33,39.53,57.39,41.67,48.91,45.69,41.18
Other Income,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.01
Interest,0.0,0.0,0.01,0.0,0.0,0.01,0.21,0.36,0.4,0.42,0.4,0.34,0.34
Depreciation,0.0,0.01,0.04,0.06,0.06,0.09,0.1,0.09,0.09,0.1,0.13,0.13,0.16
Profit before tax,0.54,0.58,0.25,0.43,0.43,0.3,-0.06,-0.11,0.17,-0.07,-0.07,0.07,-0.07
Tax %,25.93,32.76,-28.0,32.56,25.58,36.67,-50.0,27.27,17.65,14.29,-42.86,57.14,-14.29
Net Profit,0.39,0.39,0.32,0.29,0.32,0.19,-0.09,-0.08,0.13,-0.06,-0.1,0.02,-0.08
EPS in Rs,0.34,0.34,0.28,0.25,0.28,0.17,-0.08,-0.07,0.11,-0.05,-0.09,0.02,-0.07
