,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,17.0,18,23,12,9,10,8,11,5
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,17.0,18,23,12,9,10,8,11,5
Working Capital Days,770.0,663,461,-1217,-978,-899,-1018,-1018,-859
ROCE %,,11,10,9,9,9,8,8,11
