,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.75,72.74,70.48,70.7,71.07,71.02,69.0
FIIs,5.27,3.65,2.18,2.79,2.36,7.32,10.46
DIIs,7.04,7.51,12.57,12.23,12.33,7.85,8.24
Public,14.94,16.1,14.77,14.28,14.24,13.8,12.32
No. of Shareholders,495076.0,526452.0,508974.0,498750.0,538508.0,475283.0,464366.0
