,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,122.73,119.23,111.32,82.32,159.67,148.78,138.42,155.52,157.0,140.04,107.91,113.07,133.12
Expenses,113.76,101.92,94.0,70.53,139.93,130.93,118.39,134.39,135.69,124.06,95.7,105.11,125.4
Operating Profit,8.97,17.31,17.32,11.79,19.74,17.85,20.03,21.13,21.31,15.98,12.21,7.96,7.72
OPM %,7.31,14.52,15.56,14.32,12.36,12.0,14.47,13.59,13.57,11.41,11.31,7.04,5.8
Other Income,0.41,0.65,0.57,0.38,0.83,1.2,0.83,0.21,0.68,0.44,0.95,0.37,1.03
Interest,1.61,1.5,1.07,1.44,1.2,0.84,0.9,0.83,0.55,0.58,0.92,1.23,1.1
Depreciation,3.99,4.06,3.97,3.75,3.97,3.97,3.99,3.8,3.86,4.37,3.98,4.08,4.18
Profit before tax,3.78,12.4,12.85,6.98,15.4,14.24,15.97,16.71,17.58,11.47,8.26,3.02,3.47
Tax %,-13.49,24.52,27.32,25.21,25.06,25.56,25.3,25.43,25.54,25.37,27.6,27.15,26.8
Net Profit,4.29,9.36,9.34,5.22,11.54,10.6,11.93,12.46,13.09,8.56,5.98,2.2,2.54
EPS in Rs,5.97,13.02,12.99,7.26,16.05,14.74,16.59,17.33,18.21,11.91,8.32,3.06,3.53
