,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,4.73,78.21,210.02
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,0.0,4.73,78.21,210.02
Working Capital Days,10.31,-54.84,-10.86,269.81
ROCE %,,24.74,141.59,20.00
