,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,848.0,611.0,6.0,392.0,351.0,274.0,444.0,311.0,413.0,348.0,414.0,320.0,607.0
Expenses,662.0,1168.0,399.0,997.0,665.0,315.0,131.0,345.0,-34.0,47.0,418.0,290.0,-74.0
Operating Profit,186.0,-557.0,-393.0,-605.0,-314.0,-41.0,313.0,-34.0,447.0,300.0,-4.0,30.0,681.0
OPM %,22.0,-91.0,-6172.0,-154.0,-89.0,-15.0,70.0,-11.0,108.0,86.0,-1.0,9.0,112.0
Other Income,11.0,-1.0,12.0,8.0,19.0,10.0,5.0,5.0,12.0,3.0,12.0,4.0,5.0
Interest,297.0,286.0,264.0,260.0,248.0,234.0,201.0,168.0,162.0,150.0,162.0,144.0,145.0
Depreciation,18.0,17.0,19.0,18.0,16.0,15.0,18.0,17.0,18.0,21.0,18.0,18.0,21.0
Profit before tax,-118.0,-861.0,-663.0,-874.0,-560.0,-279.0,99.0,-214.0,279.0,134.0,-172.0,-128.0,520.0
Tax %,63.0,17.0,-28.0,21.0,21.0,-145.0,130.0,8.0,25.0,18.0,-40.0,-1.0,66.0
Net Profit,-43.0,-718.0,-849.0,-692.0,-445.0,-685.0,-30.0,-197.0,209.0,109.0,-241.0,-129.0,174.0
EPS in Rs,-0.31,-3.84,-4.51,-3.44,-2.37,-3.46,-0.14,-0.99,0.78,0.42,-1.16,-0.56,0.39
