,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,55.53,56.42,56.42,56.42,61.02,64.86,66.35,70.32
FIIs,9.69,6.35,5.37,3.5,2.82,2.38,2.0,1.87
DIIs,13.78,14.0,13.64,11.58,9.88,8.13,2.29,2.01
Government,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.03
Public,21.0,23.22,24.56,28.5,26.28,24.63,24.68,21.76
No. of Shareholders,623681.0,556980.0,530300.0,515285.0,526481.0,553302.0,520604.0,541937.0
