,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,12,27,13,14,11,,4,25,47
Cash from Investing Activity,-11,-21,-9,-45,-72,,-20,-28,-116
Cash from Financing Activity,-1,-4,-6,31,61,,17,3,74
Net Cash Flow,-1,2,-2,0,0,,1,-1,6
