,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,110.0,97,115,118,100,,141.0,125,109
Inventory Days,256.0,274,430,529,598,,465.0,541,521
Days Payable,95.0,83,110,145,135,,240.0,156,141
Cash Conversion Cycle,271.0,289,435,502,563,,367.0,510,490
Working Capital Days,160.0,170,203,219,198,,185.0,233,206
ROCE %,,13,9,7,5,,,10,12
