,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,191.0,196.0,208.0,204.0,209.0,219.0,210.0,217.0,227.0,231.0,243.0,249.0,241.0
Expenses,166.0,166.0,179.0,178.0,182.0,193.0,185.0,191.0,202.0,205.0,226.0,222.0,214.0
Operating Profit,25.0,30.0,29.0,26.0,27.0,26.0,26.0,26.0,25.0,25.0,17.0,27.0,26.0
OPM %,13.0,15.0,14.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,7.0,11.0,11.0
Other Income,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-183.0,0.0,0.0
Interest,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
Depreciation,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
Profit before tax,19.0,25.0,24.0,21.0,22.0,21.0,20.0,20.0,20.0,20.0,-174.0,20.0,19.0
Tax %,17.0,13.0,23.0,21.0,21.0,14.0,7.0,18.0,16.0,18.0,-1.0,21.0,12.0
Net Profit,16.0,22.0,19.0,16.0,17.0,18.0,19.0,16.0,17.0,17.0,-176.0,15.0,17.0
EPS in Rs,1.65,2.27,1.96,1.7,1.81,1.85,1.95,1.69,1.74,1.72,-18.28,1.6,1.71
