,2011-03-01,2012-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,24.87,15.38,8.68,27.87,24.1,20.13,47.87,37.83,72.93,98.04
Inventory Days,56.59,53.72,48.21,73.45,57.72,68.93,63.92,67.78,57.44,106.35
Days Payable,8.18,17.45,2.19,10.78,1.78,1.33,17.42,6.19,10.79,20.91
Cash Conversion Cycle,73.28,51.64,54.69,90.53,80.04,87.73,94.36,99.43,119.58,183.48
Working Capital Days,64.73,43.18,58.92,87.4,83.93,89.68,91.39,104.85,138.3,196.04
ROCE %,,10.22,,13.75,13.1,10.95,9.68,-12.4,-31.34,-3.36
