,2011-03-01,2012-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-9.64,12.94,,5.98,-8.59,-2.5700000000000003,0.52,-6.89,0.08,10.36
Cash from Investing Activity,-9.51,3.7,,-4.16,1.97,-0.87,-1.6,-0.75,-3.25,0.67
Cash from Financing Activity,19.01,-12.47,,-1.38,7.39,2.39,1.24,7.67,2.6,-10.95
Net Cash Flow,-0.15,4.17,,0.45,0.77,-1.05,0.16,0.03,-0.56,0.08
