,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7.22,14.67,5.48,6.28,9.77,3.91,4.0,0.18,11.49,5.9,2.76,9.3,11.49
Expenses,2.12,1.55,1.42,1.83,1.45,1.26,1.73,1.52,1.47,1.79,1.99,4.25,2.03
Operating Profit,5.1,13.12,4.06,4.45,8.32,2.65,2.27,-1.34,10.02,4.11,0.77,5.05,9.46
OPM %,70.64,89.43,74.09,70.86,85.16,67.77,56.75,-744.44,87.21,69.66,27.9,54.3,82.33
Other Income,0.13,0.13,0.41,0.01,0.01,0.08,0.28,0.11,0.01,0.01,0.23,0.15,0.09
Interest,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.29,0.25,0.2,0.22,0.23,0.23,0.24,0.25,0.24,0.26,0.25,0.26,0.27
Profit before tax,4.92,12.97,4.26,4.24,8.1,2.5,2.31,-1.48,9.79,3.86,0.75,4.94,9.28
Tax %,15.65,13.11,13.85,17.92,20.62,36.4,17.75,-20.27,24.92,22.54,73.33,14.37,23.6
Net Profit,4.15,11.27,3.67,3.47,6.43,1.59,1.91,-1.77,7.36,2.99,0.2,4.23,7.09
EPS in Rs,6.92,18.78,6.12,5.78,10.72,2.65,3.18,-2.95,12.27,4.98,0.33,7.05,11.82
