,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,33.0,37.0,17.0,5.0,12.0,17.0,18.0,30.0,11.0,39.0,24.0,20.0,29
Expenses,33.0,31.0,19.0,11.0,9.0,10.0,9.0,10.0,9.0,8.0,6.0,7.0,10
Operating Profit,-0.0,5.0,-2.0,-6.0,3.0,7.0,9.0,21.0,2.0,31.0,18.0,14.0,19
OPM %,-1.0,15.0,-11.0,-115.0,22.0,44.0,48.0,68.0,21.0,80.0,74.0,67.0,66
Other Income,15.0,11.0,7.0,8.0,9.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,14.0,16.0,4.0,2.0,12.0,8.0,9.0,20.0,2.0,32.0,17.0,13.0,19
Tax %,2.0,22.0,15.0,36.0,5.0,17.0,5.0,2.0,-70.0,14.0,22.0,32.0,
Net Profit,14.0,12.0,4.0,1.0,11.0,6.0,8.0,20.0,3.0,27.0,13.0,9.0,15
EPS in Rs,22.9,20.45,6.18,1.77,18.53,10.47,13.82,33.13,4.37,45.45,22.33,14.62,24.18
