,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0,0,30.0,0,0,0,0,0,0,0,0,0,0
Expenses,1,1,422.0,0,1,1,3,1,0,1,4,1,1
Operating Profit,-1,-1,-392.0,-0,-1,-1,-3,-1,-0,-1,-4,-1,-1
OPM %,,,-1312.0,,,,,,,,,,
Other Income,50,36,4.0,0,38,0,11,0,0,339,840,0,26
Interest,40,46,66.0,38,134,17,17,17,18,18,3,3,4
Depreciation,0,0,5.0,0,0,0,0,0,0,0,0,0,0
Profit before tax,9,-10,-458.0,-38,-97,-18,-10,-18,-18,321,832,-4,22
Tax %,0,-23,-0.0,4,0,0,0,0,0,0,0,0,0
Net Profit,9,-13,-459.0,-37,-97,-18,-10,-18,-18,321,832,-4,22
EPS in Rs,0.42,-0.60,-21.21,-1.70,-4.47,-0.81,-0.46,-0.83,-0.83,14.80,38.43,-0.19,0.99
