,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.83,39.83,39.83,31.08,32.08,32.08,31.26,33.25,33.67
Public,60.17,60.17,60.17,68.92,67.92,67.92,68.74,66.74,66.33
No. of Shareholders,4263.0,4237.0,4223.0,4108.0,4119.0,4172.0,5243.0,5269.0,5096.0
