,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,-1.49,-0.68,5.61,-9.66,-22.76
Cash from Investing Activity,,,,,-0.07,-0.13,-7.21,-2.75,-1.6800000000000002
Cash from Financing Activity,,,,,1.83,0.68,1.81,12.26,24.4
Net Cash Flow,,,,,0.27,-0.14,0.21,-0.14,-0.03
