,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,21.38,47.94,28.89,66.03,33.9
Expenses,20.2,47.07,28.05,63.05,32.12
Operating Profit,1.18,0.87,0.84,2.98,1.78
OPM %,5.52,1.81,2.91,4.51,5.25
Other Income,0.16,0.29,0.13,0.17,0.18
Interest,0.15,0.33,0.57,1.29,1.34
Depreciation,0.2,0.21,0.23,0.26,0.35
Profit before tax,0.99,0.62,0.17,1.6,0.27
Tax %,37.37,25.81,29.41,25.0,62.96
Net Profit,0.62,0.46,0.12,1.2,0.1
EPS in Rs,1.55,1.15,0.22,2.18,0.18
