,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.41,1.47,0.51,0.72,1.39,1.06,0.38,0.13,0.4,0.26,0.00,0.00,0.00
Expenses,1.27,1.28,-0.11,0.5,1.5,0.56,0.21,0.26,0.29,-0.23,0.68,0.25,0.08
Operating Profit,0.14,0.19,0.62,0.22,-0.11,0.5,0.17,-0.13,0.11,0.49,-0.68,-0.25,-0.08
OPM %,9.93,12.93,121.57,30.56,-7.91,47.17,44.74,-100.0,27.5,188.46,,,
Other Income,0.0,0.0,0.3,0.0,0.0,0.0,0.01,0.09,0.0,0.06,0.01,0.00,0.00
Interest,0.09,0.02,0.05,0.01,0.26,0.26,0.15,0.16,0.17,0.18,0.19,0.19,0.18
Depreciation,0.0,0.0,0.64,0.14,0.14,0.14,0.27,0.16,0.16,0.16,0.16,0.16,0.16
Profit before tax,0.05,0.17,0.23,0.07,-0.51,0.1,-0.24,-0.36,-0.22,0.21,-1.02,-0.60,-0.42
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00
Net Profit,0.05,0.17,0.22,0.07,-0.51,0.1,-0.24,-0.37,-0.22,0.21,-1.03,-0.60,-0.43
EPS in Rs,0.0,0.01,0.01,0.0,-0.02,0.0,-0.01,-0.01,-0.01,0.01,-0.04,-0.02,-0.01
