,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98
Public,25.02,25.02,25.02,25.02,25.02,25.02,25.02,25.02
No. of Shareholders,184.0,185.0,194.0,196.0,206.0,215.0,217.0,228.0
