,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4
Reserves,2.81,2.89,2.95,2.95,2.97,2.99,3.02,1.96,1.33,2.01,1.98,1.86,2.25
Borrowings,0.0,0.0,0.0,0.0,0.37,1.56,1.02,0.93,0.0,0.0,0.0,0.18,0.08
Other Liabilities,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.01,0.09
Total Liabilities,13.24,13.32,13.37,13.37,13.76,14.97,14.47,13.3,11.75,12.43,12.4,12.45,12.82
Fixed Assets,0.54,0.62,0.74,0.75,0.6900000000000001,0.62,0.61,0.62,0.61,0.65,0.62,0.85,0.88
CWIP,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0
Investments,4.04,4.7,4.15,4.06,4.36,4.36,4.36,3.26,1.66,2.79,2.73,2.15,2.15
Other Assets,8.66,8.0,8.35,8.56,8.71,9.99,9.5,9.42,9.48,8.99,8.81,9.45,9.79
Total Assets,13.24,13.32,13.37,13.37,13.76,14.97,14.47,13.3,11.75,12.43,12.4,12.45,12.82
