,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,430.0,477.0,518.0,558.0,595.0,635.0,682.0,726.0,763.0,818.0,838.0,850.0,882.0
Expenses,312.0,333.0,350.0,408.0,412.0,425.0,460.0,488.0,537.0,571.0,588.0,599.0,618.0
Operating Profit,118.0,144.0,168.0,150.0,184.0,211.0,221.0,238.0,227.0,247.0,250.0,251.0,264.0
OPM %,27.0,30.0,32.0,27.0,31.0,33.0,32.0,33.0,30.0,30.0,30.0,30.0,30.0
Other Income,4.0,15.0,7.0,18.0,2.0,7.0,18.0,10.0,19.0,19.0,26.0,22.0,31.0
Interest,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0
Depreciation,11.0,11.0,11.0,12.0,14.0,14.0,16.0,17.0,22.0,21.0,21.0,21.0,25.0
Profit before tax,110.0,146.0,162.0,154.0,171.0,200.0,220.0,228.0,219.0,240.0,250.0,248.0,264.0
Tax %,28.0,28.0,29.0,26.0,27.0,25.0,27.0,19.0,20.0,19.0,19.0,24.0,24.0
Net Profit,79.0,105.0,115.0,113.0,125.0,151.0,160.0,185.0,174.0,195.0,202.0,189.0,200.0
EPS in Rs,12.67,16.89,18.49,18.21,20.12,24.24,25.69,29.66,27.98,31.26,32.36,30.32,32.12
