,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Sarda Proteins Ltd,Edible Oil,519242,,7.34,42.5, 95.2 / 37.7,,9.1,0.0,0.42,-1.27,10.0,2.26,-73.2,2.41,0.53,15.9,-7.44,-116,,13.8,8.76,6.63,-0.29,-0.17,0.0,0.0,0.0,0.61,0.04
