,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,1,1
Reserves,76,84,80,70,72
Borrowings,59,98,122,131,123
Other Liabilities,22,32,30,39,52
Total Liabilities,159,215,233,242,247
Fixed Assets,58,89,90,94,89
CWIP,3,5,4,1,2
Investments,0,1,1,1,1
Other Assets,98,120,138,146,156
Total Assets,159,215,233,242,247
